Date,纳指ETF,沪深300ETF,黄金ETF,权重合计
2025-11-05,0.45633180939373386,0.04718776331158391,0.49648042729468217,1.0
2025-11-06,0.3883599728196677,0.20790405661725198,0.40373597056308025,1.0
2025-11-07,0.7365390792710769,0.0,0.26346092072892313,1.0
2025-11-10,0.4170761795280127,0.27241411457057485,0.3105097059014124,1.0
2025-11-11,0.5439560774564604,0.23843733430561925,0.2176065882379203,1.0
2025-11-12,0.52815097084202,0.393971930236072,0.077877098921908,1.0
2025-11-13,0.5684290783200299,0.4097818270707755,0.02178909460919454,0.9999999999999999
2025-11-14,0.8445330335913761,0.15546696640862384,0.0,1.0
2025-11-17,0.40185764254835327,0.5981423574516467,0.0,1.0
2025-11-18,0.0,1.0,0.0,1.0
2025-11-19,0.0,0.0,0.0,0.0
2025-11-20,1.0,0.0,0.0,1.0
2025-11-21,1.0,0.0,0.0,1.0
2025-11-24,0.0,0.0,0.0,0.0
2025-11-25,0.0,0.0,1.0,1.0
2025-11-26,0.0,0.0,1.0,1.0
2025-11-27,0.0,0.0,1.0,1.0
2025-11-28,0.0,0.0,1.0,1.0
2025-12-01,0.0,0.0,1.0,1.0
2025-12-02,0.04349030849990125,0.0,0.9565096915000988,1.0
2025-12-03,0.29861371458241087,0.0,0.7013862854175892,1.0
2025-12-04,0.16730587747575096,0.0,0.8326941225242491,1.0
2025-12-05,0.27813701118405193,0.0,0.7218629888159481,1.0
2025-12-08,0.09379500725266547,0.0,0.9062049927473345,0.9999999999999999
2025-12-09,0.0,0.0,0.0,0.0
2025-12-10,0.0,0.0,1.0,1.0
2025-12-11,0.0,0.0,0.0,0.0
2025-12-12,0.058895995726173475,0.0,0.9411040042738265,0.9999999999999999
2025-12-15,0.0,0.0,1.0,1.0
2025-12-16,0.1684469504926959,0.0,0.8315530495073041,1.0
2025-12-17,0.31823920066638334,0.017913963087323046,0.6638468362462937,1.0
2025-12-18,0.0,0.0,1.0,1.0
2025-12-19,0.22970995262784388,0.26354002169160545,0.5067500256805507,1.0
2025-12-22,0.23244857956139625,0.2894781335806539,0.47807328685794986,1.0
2025-12-23,0.13271546227959247,0.2973667302895619,0.5699178074308455,0.9999999999999999
2025-12-24,0.03146898013006535,0.3137363664631866,0.6547946534067481,1.0
2025-12-25,0.029620258737295013,0.37136355906962715,0.599016182193078,1.0
2025-12-26,0.0,0.38195073405418156,0.6180492659458185,1.0
2025-12-29,0.0,0.3283304765046149,0.6716695234953851,1.0
2025-12-30,0.0,0.5523746576626913,0.4476253423373087,1.0
2025-12-31,0.0,0.6055299166453609,0.3944700833546392,1.0
2026-01-05,0.0,0.5430178261993298,0.4569821738006702,1.0
2026-01-06,0.0,0.5647418847920342,0.4352581152079658,1.0
2026-01-07,0.0,0.518183233312751,0.48181676668724904,1.0
2026-01-08,0.0,0.45787760641013286,0.5421223935898672,1.0
2026-01-09,0.0,0.48510987596085353,0.5148901240391465,1.0
2026-01-12,0.0,0.5072955157781623,0.4927044842218376,1.0
2026-01-13,0.0,0.49512918068685213,0.504870819313148,1.0000000000000002
2026-01-14,0.0434142027087736,0.47176078208185906,0.4848250152093674,1.0
2026-01-15,0.11744744196831168,0.47510505787883556,0.4074475001528528,1.0
2026-01-16,0.03744561243050508,0.4600617403871149,0.5024926471823802,1.0000000000000002
2026-01-19,0.05013198241171368,0.4621910767764819,0.4876769408118044,1.0
2026-01-20,0.0,0.4098013771650171,0.590198622834983,1.0
2026-01-21,0.0,0.34916491644132774,0.6508350835586723,1.0
2026-01-22,0.0,0.37053319873215007,0.6294668012678499,1.0
2026-01-23,0.0,0.22655711155816233,0.7734428884418376,1.0
